scenario,day,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
3,3,4.3667445,4.331868,4.2894144,4.298249,4.243066,4.0885687,4.15527,4.1948967,4.278503,4.369466,4.438341,4.764049,4.720762
3,4,4.454538,4.414662,4.3686767,4.375014,4.3167653,4.1576996,4.2128677,4.24005,4.3096027,4.399669,4.4721894,4.7866273,4.7257805
3,5,4.486764,4.459506,4.419001,4.4261136,4.361808,4.1813083,4.248147,4.277887,4.3287063,4.406966,4.481126,4.7844024,4.717548
3,6,4.632413,4.599814,4.555393,4.5595837,4.4912405,4.3024416,4.3480844,4.357079,4.3842063,4.456564,4.519624,4.8073473,4.7220225
3,7,4.610066,4.5718617,4.523269,4.5243,4.4515295,4.254082,4.2871785,4.297061,4.330565,4.398165,4.45498,4.7507653,4.6689568
3,8,4.573395,4.532467,4.482233,4.482384,4.40927,4.214084,4.250419,4.262146,4.290234,4.345627,4.4011817,4.691764,4.6072216
3,9,4.5374937,4.5082755,4.4660616,4.4715924,4.4041815,4.212351,4.2520137,4.2622285,4.2869444,4.345362,4.4024043,4.684542,4.591145
3,10,4.529962,4.496987,4.45285,4.4576883,4.3909655,4.2033243,4.242099,4.2566304,4.290903,4.3493304,4.404583,4.6969595,4.604516
4,1,4.40837,4.3646326,4.318248,4.3266053,4.2768207,4.1522894,4.2540317,4.29732,4.3819776,4.4958706,4.5931053,4.8756566,4.792414
4,2,4.54378,4.4944997,4.4434075,4.4476566,4.390811,4.2485094,4.3224006,4.352828,4.427079,4.5311036,4.6148295,4.8943067,4.821684
4,3,4.5469832,4.498391,4.4484296,4.453993,4.399681,4.259196,4.320853,4.344053,4.4145913,4.517363,4.6064334,4.875118,4.7948976
4,4,4.5422635,4.4945507,4.445192,4.4512053,4.397653,4.2608757,4.3325834,4.35894,4.427606,4.5283227,4.611537,4.8775983,4.7988486
4,5,4.5339165,4.4838233,4.4331455,4.4384804,4.3843904,4.243257,4.298818,4.327508,4.406211,4.4983234,4.5776305,4.8592157,4.7919455
4,6,4.5022445,4.4593177,4.4174128,4.4320416,4.3953676,4.276467,4.294896,4.3073115,4.397388,4.499019,4.582473,4.861693,4.7989063
4,7,4.489293,4.4474945,4.407503,4.4241486,4.390137,4.2563057,4.1971846,4.172841,4.2777452,4.4227386,4.5295963,4.780038,4.710622
4,8,4.4789453,4.441625,4.4024687,4.4176984,4.37777,4.2329664,4.1951814,4.1764245,4.2672544,4.4047327,4.5067124,4.758497,4.6810217
4,9,4.4103694,4.3840494,4.3505445,4.3679276,4.3267365,4.1769743,4.1658616,4.1533923,4.2349353,4.377024,4.4838057,4.733645,4.647004
4,10,4.4225297,4.3928266,4.355422,4.3687115,4.3195667,4.1541457,4.1395874,4.1289268,4.211303,4.352314,4.456151,4.7137203,4.6304026
5,1,4.4181147,4.3711624,4.321575,4.326858,4.2715826,4.1375294,4.2389345,4.2841787,4.371178,4.487291,4.5842695,4.8624396,4.784447
5,2,4.384514,4.332393,4.2783046,4.2796583,4.217951,4.0726514,4.168537,4.213407,4.306505,4.4333053,4.5402045,4.8244047,4.7586513
5,3,4.4223576,4.374322,4.3240457,4.3289533,4.273629,4.142584,4.2515044,4.2986856,4.3871937,4.508081,4.6047072,4.8785453,4.8054867
5,4,4.361602,4.3087816,4.2537017,4.2539973,4.19051,4.0464916,4.1552,4.201865,4.3046603,4.4572406,4.553545,4.863638,4.794374
5,5,4.3247447,4.272898,4.218123,4.2183614,4.1544404,4.01286,4.1325903,4.1788816,4.28661,4.459519,4.5385156,4.863362,4.787083
5,6,4.2868104,4.2593346,4.2277236,4.2497344,4.2248597,4.165054,4.35313,4.4237156,4.512259,4.6276107,4.679728,4.90982,4.8134956
5,7,4.2938514,4.2765036,4.2549376,4.286638,4.2794456,4.2552776,4.464944,4.538997,4.6108527,4.697664,4.7442822,4.955573,4.860044
5,8,4.282585,4.2583847,4.2303658,4.2560163,4.2379146,4.1895347,4.3770514,4.4486637,4.5357437,4.639927,4.694447,4.922681,4.826688
5,9,4.166905,4.1484866,4.126334,4.157762,4.150523,4.126278,4.3390937,4.429661,4.5292935,4.6222115,4.6840143,4.904932,4.805717
5,10,4.2581577,4.240188,4.217847,4.2487044,4.2398324,4.212313,4.422626,4.505699,4.600986,4.703516,4.741493,4.9587293,4.8506603
6,1,4.446374,4.398829,4.3489532,4.3541307,4.298872,4.164041,4.263108,4.312174,4.404132,4.5160356,4.6201687,4.900319,4.823135
6,2,4.4627323,4.411911,4.3589697,4.361324,4.3012037,4.1578937,4.2533383,4.3008814,4.3972416,4.520146,4.6230297,4.910944,4.8361526
6,3,4.4412365,4.3880825,4.333278,4.3341036,4.27157,4.122854,4.2148027,4.270629,4.3808823,4.50258,4.6121864,4.888181,4.8137937
6,4,4.332545,4.279561,4.224122,4.223883,4.1588674,4.0075736,4.103052,4.1498003,4.257704,4.4045663,4.492486,4.7903323,4.7194257
6,5,4.145117,4.0985503,4.049101,4.054549,4.00032,3.879456,4.023281,4.0968266,4.2371645,4.4103675,4.504149,4.816833,4.749331
6,6,4.129257,4.082565,4.0329328,4.038156,3.983392,3.8606603,4.0045304,4.08563,4.235495,4.40366,4.492361,4.7836637,4.702944
6,7,4.1522985,4.1062503,4.056678,4.061613,4.005833,3.8816464,4.026283,4.1028852,4.251272,4.4290557,4.4972734,4.7916455,4.704837
6,8,4.146935,4.102403,4.054453,4.0610294,4.008362,3.8905005,4.0369,4.1101036,4.248277,4.417295,4.4831314,4.7842345,4.696214
6,9,4.196337,4.145842,4.092049,4.093044,4.0303144,3.8928106,4.026469,4.0942554,4.239784,4.429256,4.4899154,4.805516,4.721862
6,10,4.235929,4.184455,4.129449,4.1291566,4.0640135,3.9234846,4.0628767,4.137904,4.2990575,4.502627,4.5583277,4.8795714,4.7896376
7,1,4.4401937,4.3925905,4.3423343,4.3469644,4.2905197,4.1546144,4.2555957,4.299454,4.3870564,4.508231,4.603277,4.8830266,4.807923
7,2,4.532396,4.4837184,4.4334087,4.4385977,4.38406,4.2512617,4.3534913,4.4122605,4.5150003,4.6220593,4.740557,5.0047503,4.935349
7,3,4.532677,4.479866,4.426674,4.429797,4.372449,4.231871,4.322774,4.390905,4.507549,4.603997,4.750003,5.009188,4.943567
7,4,4.5274286,4.470983,4.4149337,4.4157567,4.3548956,4.207017,4.2907934,4.3620605,4.4865637,4.583503,4.7443185,5.012181,4.9524612
7,5,4.4941797,4.4376864,4.380985,4.380839,4.317808,4.1674204,4.2577276,4.3333964,4.470746,4.5843697,4.727377,4.987219,4.9177327
7,6,4.463661,4.410993,4.356966,4.358811,4.2988863,4.160757,4.27773,4.35856,4.5073256,4.651127,4.7711673,5.0549064,4.975913
7,7,4.4983535,4.470836,4.4380355,4.458082,4.4279847,4.35138,4.5270534,4.60845,4.7169585,4.829354,4.891118,5.091459,4.99632
7,8,4.432734,4.4067945,4.375856,4.3979077,4.3718863,4.3050485,4.488412,4.57096,4.678811,4.7923794,4.858302,5.068915,4.976525
7,9,4.426326,4.3974485,4.3648305,4.3859982,4.3594017,4.290001,4.464557,4.55035,4.6580443,4.7548575,4.8457675,5.057455,4.9741464
7,10,4.492159,4.4620986,4.428162,4.447963,4.418692,4.3433876,4.513907,4.60046,4.711817,4.808891,4.8878093,5.0853643,4.9907403
8,1,4.3946214,4.348521,4.2995515,4.3052773,4.250539,4.1169276,4.219918,4.270697,4.366277,4.482586,4.575083,4.8470583,4.758972
8,2,4.3692026,4.321729,4.272203,4.2778826,4.223776,4.090972,4.191041,4.245056,4.3398657,4.4432693,4.551692,4.826922,4.742169
8,3,4.2573566,4.210374,4.161088,4.1668973,4.113065,3.9838336,4.095802,4.1559906,4.2614794,4.377953,4.4793267,4.7568574,4.6693964
8,4,4.251888,4.205017,4.155545,4.1610456,4.1066403,3.9793487,4.0989623,4.1554294,4.2588177,4.3899536,4.481611,4.7776904,4.690142
8,5,4.222469,4.1807795,4.135301,4.1439843,4.094509,3.9794157,4.1143613,4.167248,4.2626777,4.400203,4.457775,4.7472057,4.642584
8,6,4.1988425,4.1567116,4.1113486,4.1204233,4.0718446,3.9546843,4.0799446,4.1439147,4.2591786,4.3885417,4.4533234,4.7524514,4.6512446
8,7,4.22465,4.18401,4.1404114,4.1513596,4.106439,3.996306,4.1226444,4.183912,4.288411,4.405442,4.4731064,4.7692575,4.670131
8,8,4.272949,4.2306056,4.185113,4.1941533,4.1458073,4.031573,4.1594505,4.21184,4.309025,4.4413676,4.4980135,4.7969837,4.7012324
8,9,4.303095,4.259898,4.213328,4.221214,4.1706834,4.053619,4.181498,4.227307,4.3228593,4.471479,4.5189548,4.8246326,4.728331
8,10,4.449838,4.405419,4.3571806,4.363205,4.3089814,4.1859508,4.311909,4.3482943,4.4368334,4.598714,4.6286793,4.941308,4.8408046
9,1,4.4432206,4.4044294,4.3620296,4.3736024,4.3284965,4.2097826,4.3066325,4.336649,4.406497,4.524848,4.6234813,4.8995433,4.8158097
9,2,4.4373164,4.397635,4.3549643,4.366692,4.322642,4.208274,4.3086967,4.337853,4.403902,4.5199714,4.6151023,4.8966413,4.815238
9,3,4.471667,4.43319,4.391041,4.402788,4.357765,4.2371774,4.324619,4.3435097,4.3991766,4.514179,4.6125193,4.8824587,4.795288
9,4,4.457164,4.4258895,4.3881617,4.4023237,4.35824,4.229319,4.2981386,4.303375,4.3612385,4.502648,4.613906,4.8840523,4.7841525
9,5,4.4284186,4.4030547,4.3678956,4.382435,4.335591,4.197355,4.2699013,4.267585,4.3149786,4.470066,4.580359,4.8243275,4.744155
9,6,4.4377184,4.409425,4.374525,4.391242,4.3511767,4.2243586,4.2765527,4.2726197,4.3317623,4.4782295,4.5777426,4.820046,4.7443547
9,7,4.423493,4.39548,4.3640494,4.385989,4.3578997,4.248605,4.272792,4.268829,4.343713,4.4702706,4.548723,4.8148775,4.754867
9,8,4.468256,4.434478,4.3984613,4.416618,4.382375,4.257001,4.2556014,4.250127,4.336959,4.463118,4.540731,4.816061,4.7587
9,9,4.44996,4.4260283,4.395111,4.415237,4.3798556,4.2486157,4.267608,4.268766,4.3436675,4.4606433,4.5389833,4.8007865,4.73687
9,10,4.4387455,4.42388,4.396365,4.4161763,4.37422,4.221646,4.246298,4.2530236,4.328234,4.4489384,4.5271215,4.789405,4.739727
