scenario,day,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
1,4,4.401827,4.359911,4.3161054,4.3273616,4.2832174,4.165637,4.2546477,4.300804,4.4090943,4.5339756,4.6166954,4.8942356,4.8211093
1,5,4.4146643,4.37415,4.3316607,4.344173,4.3023973,4.1912346,4.283024,4.317693,4.4109874,4.542664,4.6171536,4.908863,4.831243
1,6,4.416868,4.37746,4.336452,4.350531,4.3114433,4.199585,4.275016,4.3126583,4.416455,4.537065,4.6098666,4.8969536,4.8333354
1,7,4.423589,4.380381,4.3367214,4.348949,4.3076296,4.192336,4.260693,4.2933097,4.3910313,4.509291,4.593241,4.884731,4.8237967
1,8,4.4277973,4.387053,4.344576,4.357188,4.315504,4.2009373,4.2821083,4.3179946,4.418182,4.5474057,4.631068,4.892094,4.8211102
1,9,4.4141016,4.3718376,4.3263297,4.335187,4.285793,4.162239,4.2570114,4.284133,4.386367,4.563276,4.6252,4.9024224,4.8111186
1,10,4.3941946,4.3524437,4.3077064,4.3174295,4.269647,4.14688,4.2351217,4.262907,4.3743305,4.5585423,4.636537,4.9050016,4.809545
2,1,4.377279,4.3326902,4.2850137,4.291828,4.2387,4.1062765,4.202656,4.2423134,4.3234973,4.439653,4.5424037,4.836073,4.75683
2,2,4.363542,4.3242826,4.280084,4.289068,4.2378263,4.10507,4.2018285,4.2408195,4.31957,4.4344335,4.5334125,4.829736,4.7507963
2,3,4.332434,4.2976003,4.257067,4.2690687,4.2222686,4.094082,4.185651,4.221443,4.2998524,4.415256,4.515406,4.815012,4.7357445
2,4,4.3674417,4.334646,4.294882,4.306751,4.257987,4.1197276,4.197911,4.231611,4.3124056,4.426613,4.5288672,4.8356366,4.7605762
2,5,4.3344946,4.298386,4.257231,4.268996,4.222177,4.0917606,4.173089,4.209101,4.294041,4.408912,4.5163345,4.831107,4.762434
2,6,4.375966,4.341087,4.301871,4.3159404,4.2739463,4.15253,4.231091,4.261224,4.3330016,4.4342036,4.5412345,4.84898,4.782445
2,7,4.3273087,4.2913303,4.250691,4.263123,4.2174997,4.0850124,4.144414,4.162784,4.2371283,4.3568664,4.4568253,4.792511,4.731539
2,8,4.3909445,4.3676105,4.3370204,4.3575163,4.323775,4.209791,4.2810674,4.2974906,4.351321,4.4467654,4.530182,4.830743,4.7655516
2,9,4.3111196,4.2917633,4.264638,4.2881284,4.2591214,4.1515493,4.220549,4.233136,4.276255,4.3585877,4.440112,4.752556,4.691683
2,10,4.279434,4.2599306,4.2340746,4.259721,4.2362714,4.1431074,4.2147036,4.216799,4.2464104,4.3314376,4.4103866,4.716763,4.640161
3,1,4.4390345,4.394293,4.34694,4.354351,4.3026986,4.1724977,4.2650275,4.305953,4.3943,4.5117326,4.6043806,4.880595,4.7973337
3,2,4.4430375,4.3975577,4.3498044,4.357044,4.305446,4.175922,4.2662835,4.3046317,4.395514,4.520618,4.606178,4.8831525,4.797148
3,3,4.413108,4.3738823,4.3324833,4.345948,4.305847,4.1993937,4.3022,4.3449235,4.437373,4.5568457,4.6363096,4.901341,4.808503
3,4,4.42162,4.384626,4.3457828,4.361888,4.326711,4.227691,4.325958,4.3675833,4.459262,4.5710793,4.648417,4.909942,4.8192215
3,5,4.4019666,4.364897,4.3265195,4.343399,4.3101134,4.214531,4.3133497,4.361309,4.462402,4.572404,4.6599703,4.91121,4.818569
3,6,4.403959,4.365572,4.327047,4.344491,4.313275,4.221231,4.311719,4.35335,4.444535,4.543905,4.6371393,4.901449,4.816017
3,7,4.410226,4.368882,4.327749,4.3428855,4.3077955,4.2082124,4.2896986,4.326573,4.42682,4.5461273,4.6292334,4.909064,4.8271494
3,8,4.40662,4.3626547,4.3195734,4.333329,4.2968597,4.2005153,4.2949033,4.3304343,4.4228544,4.549049,4.6484327,4.9217234,4.828411
3,9,4.4089637,4.3701997,4.3306394,4.3468885,4.3139687,4.230914,4.348557,4.3708296,4.4464283,4.59996,4.65551,4.9405923,4.827849
3,10,4.24814,4.2182446,4.1869044,4.210807,4.1917205,4.1411777,4.2946167,4.333578,4.432699,4.606562,4.6435595,4.934424,4.823275
4,1,4.4622393,4.41664,4.368156,4.374298,4.3200426,4.1843677,4.274199,4.3118014,4.3920555,4.5039425,4.5934134,4.874692,4.7973866
4,2,4.466041,4.421247,4.3741956,4.382127,4.3318143,4.2049193,4.297576,4.3365893,4.421551,4.5363417,4.6227374,4.905885,4.8293023
4,3,4.446788,4.402676,4.3564663,4.365342,4.3170705,4.196163,4.2984667,4.345706,4.442967,4.565351,4.658046,4.937721,4.8567576
4,4,4.430997,4.3917856,4.350226,4.3634415,4.3228064,4.216329,4.3269205,4.378826,4.475485,4.585905,4.667638,4.939561,4.8625984
4,5,4.3563313,4.318643,4.279471,4.2955112,4.2607493,4.1648464,4.279166,4.346275,4.4663997,4.575409,4.6765165,4.937628,4.866431
4,6,4.2241635,4.191679,4.1568856,4.176845,4.149498,4.08003,4.249902,4.3371415,4.4589357,4.572874,4.6897106,4.9399467,4.853148
4,7,4.2747154,4.250286,4.223207,4.2504067,4.235829,4.189981,4.370308,4.4614906,4.577367,4.66941,4.7644053,4.982952,4.8921347
4,8,4.2917156,4.267486,4.2404194,4.2675834,4.2531238,4.2116423,4.4055524,4.4973774,4.6034756,4.6903615,4.7729745,4.986261,4.8898835
4,9,4.305387,4.28501,4.261002,4.2907395,4.2807574,4.2539606,4.467933,4.5437884,4.618916,4.716819,4.7958765,5.0044246,4.8811193
4,10,4.358078,4.3385367,4.315497,4.3462195,4.337983,4.3126864,4.524026,4.6019926,4.671154,4.749822,4.837472,5.043074,4.9250655
5,1,4.416334,4.366538,4.3135347,4.3151016,4.252198,4.0995493,4.1830196,4.219554,4.2999697,4.415065,4.503741,4.7957077,4.7154784
5,2,4.4433107,4.3901258,4.3343463,4.333569,4.2667847,4.104503,4.172853,4.205287,4.2892237,4.407208,4.4946995,4.7985225,4.723231
5,3,4.385237,4.327842,4.26871,4.265228,4.194391,4.025159,4.0874796,4.118661,4.207902,4.335516,4.4359107,4.7447934,4.6685658
5,4,4.272068,4.213348,4.152301,4.146557,4.0707946,3.8890102,3.9422956,3.9756744,4.073209,4.202829,4.298705,4.6109066,4.541668
5,5,4.2515616,4.1955695,4.136743,4.1328015,4.0596538,3.8806388,3.9290407,3.9553409,4.045429,4.174373,4.2617264,4.577683,4.50473
5,6,4.1985793,4.142061,4.082669,4.078158,4.003938,3.822853,3.868446,3.8911262,3.9814303,4.117663,4.1978874,4.517534,4.4436855
5,7,4.213244,4.1573954,4.0988264,4.0952306,4.0229564,3.8472056,3.8973618,3.9165413,3.9952328,4.125007,4.206768,4.524679,4.444961
5,8,4.3103223,4.2550607,4.197131,4.194164,4.122946,3.9476552,3.9913192,4.004705,4.080072,4.2125535,4.2952795,4.6152987,4.534474
5,9,4.3120494,4.252234,4.1901817,4.183456,4.1056333,3.915699,3.9443681,3.9544172,4.035745,4.1765347,4.2649302,4.5979586,4.5189366
5,10,4.3712535,4.3066454,4.2402687,4.2296805,4.1454334,3.9450257,3.9659479,3.9614975,4.022371,4.163223,4.2416472,4.5731826,4.4892507
6,1,4.4136972,4.3637753,4.3112283,4.313559,4.252395,4.1009135,4.176213,4.2134223,4.3013964,4.417548,4.5142612,4.803822,4.727109
6,2,4.3074865,4.2589974,4.207675,4.2110558,4.151574,4.002891,4.077878,4.1132274,4.2003098,4.3175707,4.4050612,4.704889,4.6245136
6,3,4.3432813,4.3025675,4.2550116,4.2595286,4.198099,4.042226,4.13043,4.167855,4.24742,4.366813,4.4499264,4.741045,4.6520796
6,4,4.323169,4.28102,4.2332497,4.2382817,4.1787906,4.025175,4.1030602,4.138614,4.21887,4.33173,4.425067,4.7187347,4.6261086
6,5,4.348866,4.3120346,4.268688,4.277487,4.224201,4.0846534,4.1789193,4.2132325,4.279279,4.38505,4.472832,4.760503,4.6639614
6,6,4.3346133,4.294902,4.250102,4.258362,4.205386,4.0660367,4.1495514,4.181399,4.2534294,4.363163,4.4565067,4.7549767,4.6575913
6,7,4.3496475,4.308653,4.263686,4.2724237,4.22112,4.0823436,4.152501,4.1829143,4.2560596,4.3544283,4.448419,4.740643,4.649016
6,8,4.362029,4.3273263,4.2878075,4.301334,4.258138,4.13705,4.22252,4.245924,4.292071,4.3734393,4.4504747,4.7366714,4.647082
6,9,4.333475,4.289189,4.242349,4.250199,4.198891,4.0635247,4.132443,4.1549697,4.2147274,4.308459,4.398056,4.709704,4.6287465
6,10,4.3079,4.2616367,4.2129245,4.2190332,4.1646833,4.0237603,4.087049,4.1008224,4.1518006,4.2510223,4.34024,4.657125,4.5684795
7,1,4.355767,4.3089995,4.2605925,4.267651,4.2166567,4.092318,4.1958,4.2440305,4.340774,4.462776,4.5593767,4.847066,4.769203
7,2,4.341084,4.297707,4.252702,4.2630386,4.217889,4.1032944,4.2050714,4.252205,4.3536644,4.4785004,4.560939,4.852505,4.7800784
7,3,4.333428,4.291247,4.2488384,4.2625136,4.2245946,4.122363,4.2232885,4.283541,4.3985806,4.5037136,4.601545,4.863865,4.7905807
7,4,4.3240724,4.280587,4.237445,4.2507176,4.2123694,4.1066966,4.1961813,4.2576647,4.3862343,4.498823,4.6024976,4.8699284,4.803482
7,5,4.2326784,4.1912827,4.150221,4.1656094,4.1316895,4.041305,4.155437,4.2225847,4.3571405,4.4876556,4.591256,4.8845634,4.8204074
7,6,4.21819,4.183664,4.1496634,4.1718693,4.149815,4.0740895,4.1763225,4.2557607,4.411876,4.520899,4.612745,4.886569,4.839347
7,7,4.201622,4.170806,4.1377,4.1591644,4.133703,4.057528,4.183305,4.258113,4.429179,4.599432,4.6246595,4.9027963,4.8329244
7,8,4.240556,4.2145076,4.1848764,4.2089205,4.1869664,4.117563,4.2469473,4.312834,4.4826345,4.6725583,4.653547,4.9142036,4.8300095
7,9,4.2402563,4.2179465,4.1907916,4.2164574,4.196207,4.128973,4.252976,4.308531,4.4967046,4.732044,4.645995,4.941444,4.8614016
7,10,4.2679744,4.235455,4.19762,4.2127957,4.1737266,4.0783052,4.2138224,4.2695446,4.460841,4.729102,4.6479135,4.9242067,4.8160286
8,1,4.46483,4.4234185,4.378239,4.3869524,4.3360906,4.2015843,4.280516,4.3104954,4.38685,4.5005374,4.5928764,4.866404,4.7815413
8,2,4.4689775,4.428268,4.3843584,4.3946147,4.3469067,4.2163844,4.285966,4.3106155,4.3838987,4.4934688,4.5826855,4.857238,4.772663
8,3,4.453699,4.4227915,4.3854327,4.399897,4.356064,4.224159,4.2885966,4.309782,4.3796535,4.4884224,4.5738893,4.850379,4.775406
8,4,4.3961406,4.3739657,4.342259,4.360198,4.319235,4.1860275,4.250685,4.2717667,4.3407016,4.4502196,4.5341706,4.8100743,4.7311397
8,5,4.3669047,4.339703,4.3035254,4.3174334,4.2694054,4.1197376,4.165747,4.1818347,4.252079,4.364068,4.4627934,4.759649,4.687779
8,6,4.343748,4.318337,4.283466,4.298342,4.2516294,4.104497,4.1559734,4.1765447,4.24919,4.357712,4.451636,4.7531843,4.6859093
8,7,4.285456,4.2595787,4.2233286,4.2362146,4.184513,4.021808,4.0588636,4.0830336,4.1685376,4.279973,4.386935,4.701655,4.6448293
8,8,4.333672,4.312943,4.2800837,4.2951603,4.245717,4.086175,4.1251287,4.134111,4.1958413,4.308881,4.393308,4.726432,4.6701694
8,9,4.321823,4.291556,4.2516675,4.261539,4.2052846,4.036417,4.067006,4.0787516,4.1528068,4.272403,4.3617244,4.704285,4.6515326
8,10,4.258798,4.2315254,4.193079,4.203309,4.1457973,3.9690804,3.9920104,4.005072,4.0905557,4.221804,4.3196254,4.6744304,4.6259594
9,1,4.4170117,4.3718514,4.3240004,4.330905,4.2783875,4.1480165,4.245674,4.2889028,4.37742,4.495029,4.587372,4.867781,4.7854943
9,2,4.4467516,4.40172,4.3544793,4.3622556,4.311706,4.1843843,4.2781734,4.321304,4.4143972,4.5336437,4.625571,4.9077873,4.8293033
9,3,4.3827686,4.340447,4.2962446,4.3072233,4.26313,4.1520185,4.2609506,4.3073716,4.4021854,4.5264883,4.61923,4.9139175,4.8373637
9,4,4.380698,4.336686,4.2908907,4.3004074,4.2538476,4.139113,4.2443724,4.2799506,4.367041,4.5068746,4.6043487,4.9132004,4.831876
9,5,4.365035,4.320147,4.2738047,4.2829447,4.235745,4.116814,4.218019,4.2721987,4.3894362,4.5249176,4.627661,4.9143295,4.8422956
9,6,4.3621163,4.3163304,4.268354,4.275489,4.224064,4.0981083,4.1979103,4.246218,4.3751903,4.5457845,4.6202574,4.912631,4.8331504
9,7,4.371499,4.3278894,4.281354,4.2895293,4.239816,4.122854,4.241584,4.2840962,4.3958087,4.570438,4.6217737,4.9360085,4.8423777
9,8,4.356201,4.311129,4.261811,4.2665734,4.2098603,4.084218,4.2076645,4.2295465,4.3351746,4.566272,4.595442,4.9448814,4.8277044
9,9,4.351259,4.313426,4.2722974,4.2855163,4.244826,4.1473594,4.274953,4.305083,4.4088464,4.6062903,4.64595,4.9662957,4.8563027
9,10,4.3193293,4.277448,4.2335353,4.244642,4.2003055,4.084817,4.187835,4.2508526,4.3956046,4.555831,4.6729074,4.945968,4.8521733
